reaction_id,substrate_smiles,substrate_class,leaving_group,reagent_smiles,reagent_role,solvent_type,temperature_class,mechanism_class
1900,CC(C)(C)Cl,3°,Cl,Cl,acid,polar_protic,low,other
1901,CCCCl,1°,Cl,Br2,radical_source,polar_aprotic,room_temp,other
1902,CCCCI,1°,I,CC[O-],strong_base,non_polar,room_temp,SN2
1903,CC(C)I,2°,I,Cl2,radical_source,non_polar,low,other
1904,CCl,methyl,Cl,Cl2,radical_source,polar_protic,low,other
1905,C=C(C)C,alkene,None,Cl,acid,polar_protic,room_temp,electrophilic_addition
1906,C=C(C)C,alkene,None,Br,acid,non_polar,low,electrophilic_addition
1907,CC(C)I,2°,I,Br,acid,polar_aprotic,heat,other
1908,CC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_aprotic,heat,other
1909,CCCCl,1°,Cl,[OH-],strong_base,polar_protic,room_temp,SN2
1910,BrC1CCCCC1,2°,Br,RS-,strong_nucleophile,polar_protic,room_temp,other
1911,CC(C)C,alkane,None,Br2,radical_source,polar_aprotic,room_temp,radical_substitution
1912,CCCCl,1°,Cl,Br2,radical_source,non_polar,low,other
1913,CCBr,1°,Br,[OH-],strong_base,polar_aprotic,low,SN2
1914,CC(C)Br,2°,Br,Br,acid,polar_aprotic,heat,other
1915,CBr,methyl,Br,[OH-],strong_base,polar_aprotic,room_temp,SN2
1916,CCCCl,1°,Cl,Cl,acid,polar_protic,heat,other
1917,CC(C)(C)Cl,3°,Cl,Br,acid,polar_aprotic,room_temp,other
1918,C=CC,alkene,None,Cl,acid,polar_protic,heat,electrophilic_addition
1919,CC(C)(C)Br,3°,Br,[OH-],strong_base,polar_aprotic,room_temp,E2
1920,CCl,methyl,Cl,CC[O-],strong_base,polar_protic,room_temp,SN2
1921,CCC,alkane,None,Cl2,radical_source,non_polar,heat,radical_substitution
1922,CC(C)CBr,1°,Br,Cl,acid,non_polar,room_temp,other
1923,CBr,methyl,Br,CN-,strong_nucleophile,non_polar,low,SN2
1924,CBr,methyl,Br,O,weak_nucleophile,polar_protic,low,SN2
1925,C=CC,alkene,None,Br,acid,polar_aprotic,room_temp,electrophilic_addition
1926,CCl,methyl,Cl,Cl,acid,non_polar,room_temp,other
1927,CI,methyl,I,Br2,radical_source,polar_aprotic,heat,other
1928,CC(C)CBr,1°,Br,Br2,radical_source,polar_aprotic,room_temp,other
1929,CCC(C)(C)I,3°,I,CO,weak_nucleophile,polar_aprotic,heat,other
1930,CCBr,1°,Br,[OH-],strong_base,polar_protic,low,SN2
1931,CCl,methyl,Cl,Br,acid,polar_aprotic,low,other
1932,CC(C)(C)Br,3°,Br,[OH-],strong_base,polar_aprotic,room_temp,E2
1933,CC(C)(C)Cl,3°,Cl,CN-,strong_nucleophile,non_polar,low,other
1934,CC(C)CBr,1°,Br,Cl2,radical_source,non_polar,low,other
1935,CBr,methyl,Br,Br2,radical_source,polar_aprotic,room_temp,other
1936,CCCCl,1°,Cl,[OH-],strong_base,polar_aprotic,heat,SN2
1937,C=C(C)C,alkene,None,Cl,acid,polar_protic,room_temp,electrophilic_addition
1938,CCBr,1°,Br,[OH-],strong_base,polar_protic,heat,SN2
1939,CC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_protic,low,other
1940,CCCCl,1°,Cl,Br,acid,polar_protic,room_temp,other
1941,BrC1CCCCC1,2°,Br,CO,weak_nucleophile,non_polar,low,other
1942,CC(C)I,2°,I,Br2,radical_source,non_polar,heat,other
1943,CCC(C)Cl,2°,Cl,O,weak_nucleophile,polar_aprotic,low,other
1944,CC(C)CBr,1°,Br,I-,strong_nucleophile,polar_aprotic,room_temp,SN2
1945,CC(C)C,alkane,None,Br2,radical_source,non_polar,heat,radical_substitution
1946,CC(C)(C)Br,3°,Br,I-,strong_nucleophile,polar_aprotic,room_temp,other
1947,CC(C)Br,2°,Br,CO,weak_nucleophile,polar_aprotic,heat,other
1948,CBr,methyl,Br,[OH-],strong_base,polar_protic,low,SN2
1949,CC(C)Br,2°,Br,CC[O-],strong_base,polar_aprotic,heat,E2
1950,CC(C)CBr,1°,Br,CN-,strong_nucleophile,polar_aprotic,low,SN2
1951,CBr,methyl,Br,Cl2,radical_source,polar_aprotic,room_temp,other
1952,CC(C)CBr,1°,Br,Cl,acid,polar_protic,room_temp,other
1953,CC(C)Br,2°,Br,CN-,strong_nucleophile,polar_protic,low,other
1954,CCC(C)Cl,2°,Cl,I-,strong_nucleophile,polar_aprotic,low,SN2
1955,C=C(C)C,alkene,None,Cl,acid,polar_protic,low,electrophilic_addition
1956,CCl,methyl,Cl,O,weak_nucleophile,polar_aprotic,heat,SN2
1957,CC(C)(C)Cl,3°,Cl,CN-,strong_nucleophile,non_polar,low,other
1958,CCC(C)Cl,2°,Cl,Br2,radical_source,polar_protic,heat,other
1959,CCl,methyl,Cl,Cl2,radical_source,polar_aprotic,low,other
1960,CC(C)(C)Br,3°,Br,RS-,strong_nucleophile,polar_protic,room_temp,other
1961,CI,methyl,I,Br2,radical_source,polar_aprotic,heat,other
1962,BrC1CCCCC1,2°,Br,I-,strong_nucleophile,non_polar,low,other
1963,CC(C)(C)Cl,3°,Cl,Br2,radical_source,polar_aprotic,room_temp,other
1964,CCCCI,1°,I,CC[O-],strong_base,polar_protic,heat,SN2
1965,CCl,methyl,Cl,O,weak_nucleophile,polar_aprotic,heat,SN2
1966,CCC(C)(C)Br,3°,Br,Br2,radical_source,polar_protic,heat,other
1967,CCBr,1°,Br,Br,acid,non_polar,room_temp,other
1968,CCC(C)Cl,2°,Cl,Br2,radical_source,polar_aprotic,room_temp,other
1969,CC(C)Br,2°,Br,Cl2,radical_source,polar_protic,low,other
1970,CC(C)CBr,1°,Br,CC[O-],strong_base,polar_protic,room_temp,SN2
1971,CBr,methyl,Br,CO,weak_nucleophile,polar_protic,heat,SN2
1972,CC(C)Br,2°,Br,Br,acid,polar_protic,room_temp,other
1973,CBr,methyl,Br,Br2,radical_source,non_polar,low,other
1974,CCC(C)(C)Br,3°,Br,I-,strong_nucleophile,non_polar,room_temp,other
1975,CC(C)(C)Br,3°,Br,Br2,radical_source,non_polar,room_temp,other
1976,CC(C)(C)Cl,3°,Cl,Cl2,radical_source,polar_protic,low,other
1977,C=CC,alkene,None,Cl2,radical_source,polar_aprotic,low,electrophilic_addition
1978,CC(C)I,2°,I,CO,weak_nucleophile,non_polar,low,other
1979,CCC(C)(C)I,3°,I,[OH-],strong_base,polar_aprotic,low,E2
1980,CCCCI,1°,I,CO,weak_nucleophile,non_polar,low,SN2
1981,CC(C)I,2°,I,I-,strong_nucleophile,polar_protic,room_temp,other
1982,C=C(C)C,alkene,None,Br2,radical_source,polar_aprotic,low,electrophilic_addition
1983,CC(C)(C)Br,3°,Br,CO,weak_nucleophile,polar_aprotic,low,other
1984,CCBr,1°,Br,Cl2,radical_source,non_polar,room_temp,other
1985,CC(C)Br,2°,Br,O,weak_nucleophile,polar_aprotic,heat,other
1986,CCBr,1°,Br,CO,weak_nucleophile,non_polar,room_temp,SN2
1987,CI,methyl,I,O,weak_nucleophile,polar_protic,heat,SN2
1988,CC(C)CBr,1°,Br,I-,strong_nucleophile,polar_protic,low,SN2
1989,CC(C)I,2°,I,CC[O-],strong_base,polar_protic,low,other
1990,CC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_protic,low,other
1991,BrC1CCCCC1,2°,Br,CC[O-],strong_base,polar_protic,low,other
1992,CC(C)Br,2°,Br,Br,acid,polar_aprotic,low,other
1993,CCC(C)(C)Br,3°,Br,CO,weak_nucleophile,non_polar,low,other
1994,CC(C)(C)Br,3°,Br,RS-,strong_nucleophile,polar_aprotic,low,other
1995,CC(C)I,2°,I,[OH-],strong_base,non_polar,room_temp,other
1996,CCCCl,1°,Cl,CO,weak_nucleophile,polar_protic,low,SN2
1997,CC(C)CBr,1°,Br,CC[O-],strong_base,polar_protic,room_temp,SN2
1998,C1CCCCC1,alkane,None,Cl2,radical_source,polar_protic,heat,radical_substitution
1999,CBr,methyl,Br,I-,strong_nucleophile,polar_aprotic,low,SN2
2000,CCC(C)(C)I,3°,I,Cl2,radical_source,polar_aprotic,room_temp,other
2001,CCCCI,1°,I,[OH-],strong_base,polar_aprotic,room_temp,SN2
2002,C=CC,alkene,None,Br2,radical_source,polar_aprotic,heat,electrophilic_addition
2003,BrC1CCCCC1,2°,Br,O,weak_nucleophile,polar_aprotic,heat,other
2004,CC(C)CBr,1°,Br,RS-,strong_nucleophile,polar_protic,room_temp,SN2
2005,CI,methyl,I,Br2,radical_source,polar_protic,room_temp,other
2006,C=C,alkene,None,Cl,acid,polar_protic,heat,electrophilic_addition
2007,CC(C)I,2°,I,O,weak_nucleophile,non_polar,heat,other
2008,CC(C)(C)Cl,3°,Cl,[OH-],strong_base,polar_aprotic,heat,E2
2009,CC(C)I,2°,I,Br,acid,polar_aprotic,low,other
2010,CC(C)CBr,1°,Br,RS-,strong_nucleophile,polar_protic,room_temp,SN2
2011,CCC(C)(C)I,3°,I,Br2,radical_source,non_polar,heat,other
2012,CC(C)Br,2°,Br,CC[O-],strong_base,polar_aprotic,heat,E2
2013,CC(C)Br,2°,Br,Cl2,radical_source,polar_protic,heat,other
2014,CC(C)(C)Cl,3°,Cl,CO,weak_nucleophile,polar_protic,low,SN1
2015,CC(C)Br,2°,Br,CN-,strong_nucleophile,non_polar,heat,other
2016,CCC(C)Cl,2°,Cl,I-,strong_nucleophile,non_polar,heat,other
2017,CC(C)I,2°,I,CC[O-],strong_base,polar_protic,room_temp,other
2018,CCBr,1°,Br,[OH-],strong_base,polar_protic,low,SN2
2019,CCC(C)(C)Br,3°,Br,O,weak_nucleophile,polar_protic,heat,E1
2020,CC(C)(C)Cl,3°,Cl,RS-,strong_nucleophile,polar_protic,low,other
2021,CBr,methyl,Br,CO,weak_nucleophile,polar_protic,room_temp,SN2
2022,CC(C)CBr,1°,Br,CC[O-],strong_base,polar_protic,room_temp,SN2
2023,CBr,methyl,Br,O,weak_nucleophile,non_polar,low,SN2
2024,CC(C)I,2°,I,RS-,strong_nucleophile,non_polar,low,other
2025,C=CC,alkene,None,Cl2,radical_source,polar_aprotic,heat,electrophilic_addition
2026,CC(C)I,2°,I,Br,acid,polar_aprotic,heat,other
2027,CCC(C)Cl,2°,Cl,I-,strong_nucleophile,polar_protic,low,other
2028,CCl,methyl,Cl,Cl,acid,non_polar,low,other
2029,CC(C)(C)Br,3°,Br,CO,weak_nucleophile,non_polar,heat,other
2030,CI,methyl,I,Br,acid,polar_aprotic,room_temp,other
2031,CC(C)CBr,1°,Br,Br,acid,polar_aprotic,low,other
2032,C=CC,alkene,None,Cl2,radical_source,polar_aprotic,heat,electrophilic_addition
2033,CCC(C)(C)I,3°,I,CO,weak_nucleophile,polar_aprotic,low,other
2034,CC(C)CBr,1°,Br,CC[O-],strong_base,polar_aprotic,low,SN2
2035,CC(C)(C)Br,3°,Br,CC[O-],strong_base,non_polar,low,E2
2036,CC(C)CBr,1°,Br,[OH-],strong_base,polar_protic,room_temp,SN2
2037,BrC1CCCCC1,2°,Br,O,weak_nucleophile,polar_protic,heat,SN1
2038,CC(C)I,2°,I,CO,weak_nucleophile,polar_aprotic,heat,other
2039,CC(C)Br,2°,Br,CO,weak_nucleophile,non_polar,heat,other
2040,CCCCl,1°,Cl,Cl,acid,polar_aprotic,low,other
2041,CCC(C)(C)I,3°,I,CN-,strong_nucleophile,polar_aprotic,room_temp,other
2042,CC(C)(C)Cl,3°,Cl,Cl,acid,polar_protic,room_temp,other
2043,C1CCCCC1,alkane,None,Br2,radical_source,polar_aprotic,heat,radical_substitution
2044,C=C,alkene,None,Br,acid,polar_protic,room_temp,electrophilic_addition
2045,CCCCl,1°,Cl,RS-,strong_nucleophile,polar_aprotic,heat,SN2
2046,CBr,methyl,Br,[OH-],strong_base,polar_aprotic,low,SN2
2047,C=C,alkene,None,Cl2,radical_source,non_polar,heat,electrophilic_addition
2048,CC(C)CBr,1°,Br,CO,weak_nucleophile,polar_aprotic,heat,SN2
2049,CC(C)CBr,1°,Br,CC[O-],strong_base,polar_aprotic,room_temp,SN2
2050,CCC(C)(C)Br,3°,Br,[OH-],strong_base,polar_aprotic,heat,E2
2051,CCCCI,1°,I,RS-,strong_nucleophile,polar_protic,low,SN2
2052,CC(C)(C)Br,3°,Br,Br2,radical_source,non_polar,heat,other
2053,CC(C)(C)Cl,3°,Cl,CN-,strong_nucleophile,polar_aprotic,heat,other
2054,CCCCl,1°,Cl,Br,acid,polar_aprotic,heat,other
2055,CC(C)CBr,1°,Br,[OH-],strong_base,non_polar,heat,SN2
2056,CCCCI,1°,I,Br2,radical_source,polar_protic,heat,other
2057,CI,methyl,I,RS-,strong_nucleophile,non_polar,room_temp,SN2
2058,C=C(C)C,alkene,None,Cl2,radical_source,polar_protic,low,electrophilic_addition
2059,CCC(C)Cl,2°,Cl,CN-,strong_nucleophile,polar_protic,low,other
2060,C=CC,alkene,None,Br,acid,polar_aprotic,room_temp,electrophilic_addition
2061,CCC(C)(C)Br,3°,Br,Cl2,radical_source,polar_protic,room_temp,other
2062,CC(C)CBr,1°,Br,CO,weak_nucleophile,polar_protic,room_temp,SN2
2063,CCBr,1°,Br,I-,strong_nucleophile,polar_aprotic,low,SN2
2064,CCBr,1°,Br,CC[O-],strong_base,polar_aprotic,room_temp,SN2
2065,CCC(C)(C)Br,3°,Br,CN-,strong_nucleophile,non_polar,heat,other
2066,CI,methyl,I,Cl,acid,polar_aprotic,heat,other
2067,CBr,methyl,Br,Br2,radical_source,polar_aprotic,heat,other
2068,CCBr,1°,Br,CN-,strong_nucleophile,non_polar,heat,SN2
2069,CBr,methyl,Br,CN-,strong_nucleophile,non_polar,room_temp,SN2
2070,C=CC,alkene,None,Cl2,radical_source,polar_protic,low,electrophilic_addition
2071,CBr,methyl,Br,CO,weak_nucleophile,polar_protic,room_temp,SN2
2072,CC(C)I,2°,I,Cl,acid,polar_protic,room_temp,other
2073,CCC(C)Cl,2°,Cl,Cl,acid,non_polar,heat,other
2074,CC(C)(C)Cl,3°,Cl,CN-,strong_nucleophile,polar_protic,room_temp,other
2075,CCC(C)(C)I,3°,I,RS-,strong_nucleophile,polar_protic,room_temp,other
2076,CBr,methyl,Br,Br2,radical_source,polar_aprotic,room_temp,other
2077,C=C,alkene,None,Cl,acid,non_polar,room_temp,electrophilic_addition
2078,CI,methyl,I,Cl,acid,polar_aprotic,heat,other
2079,CC(C)(C)Cl,3°,Cl,RS-,strong_nucleophile,polar_protic,heat,other
2080,CCCCI,1°,I,Br,acid,polar_protic,heat,other
2081,CC(C)Br,2°,Br,CO,weak_nucleophile,polar_protic,room_temp,SN1
2082,CC(C)Br,2°,Br,Br,acid,polar_aprotic,heat,other
2083,CI,methyl,I,I-,strong_nucleophile,polar_protic,heat,SN2
2084,CCCCl,1°,Cl,RS-,strong_nucleophile,non_polar,low,SN2
2085,CCC(C)(C)I,3°,I,CC[O-],strong_base,polar_protic,low,E2
2086,CCC(C)(C)Br,3°,Br,Br,acid,polar_aprotic,heat,other
2087,CCCCI,1°,I,CN-,strong_nucleophile,polar_aprotic,room_temp,SN2
2088,C=CC,alkene,None,Cl,acid,polar_aprotic,heat,electrophilic_addition
2089,CCl,methyl,Cl,CC[O-],strong_base,polar_aprotic,heat,SN2
2090,CC(C)CBr,1°,Br,Br2,radical_source,polar_aprotic,low,other
2091,CCBr,1°,Br,Cl,acid,polar_protic,heat,other
2092,CC(C)CBr,1°,Br,Br,acid,non_polar,low,other
2093,BrC1CCCCC1,2°,Br,Cl,acid,polar_protic,room_temp,other
2094,CC(C)Br,2°,Br,O,weak_nucleophile,polar_aprotic,room_temp,other
2095,CC(C)(C)Br,3°,Br,CO,weak_nucleophile,polar_protic,heat,E1
2096,CC(C)(C)Br,3°,Br,CC[O-],strong_base,polar_protic,low,E2
2097,CCC(C)(C)I,3°,I,Br2,radical_source,polar_aprotic,heat,other
2098,CC(C)I,2°,I,Cl,acid,non_polar,heat,other
2099,CC(C)(C)Br,3°,Br,O,weak_nucleophile,polar_aprotic,heat,other
2100,CCCCI,1°,I,CN-,strong_nucleophile,polar_aprotic,heat,SN2
2101,CC(C)(C)Cl,3°,Cl,Cl,acid,polar_aprotic,room_temp,other
2102,CCC(C)(C)Br,3°,Br,O,weak_nucleophile,non_polar,low,other
2103,CCC(C)(C)Br,3°,Br,[OH-],strong_base,polar_protic,low,E2
2104,CCC(C)Cl,2°,Cl,I-,strong_nucleophile,polar_protic,room_temp,other
2105,C=CC,alkene,None,Cl2,radical_source,polar_protic,heat,electrophilic_addition
2106,CBr,methyl,Br,I-,strong_nucleophile,polar_protic,room_temp,SN2
2107,CCCCI,1°,I,I-,strong_nucleophile,polar_protic,low,SN2
2108,CC(C)I,2°,I,Br,acid,polar_aprotic,low,other
2109,CCCCl,1°,Cl,[OH-],strong_base,non_polar,low,SN2
2110,CCC,alkane,None,Br2,radical_source,polar_aprotic,room_temp,radical_substitution
2111,CCBr,1°,Br,O,weak_nucleophile,non_polar,low,SN2
2112,CCl,methyl,Cl,RS-,strong_nucleophile,non_polar,room_temp,SN2
2113,CC(C)CBr,1°,Br,RS-,strong_nucleophile,polar_aprotic,room_temp,SN2
2114,CC(C)(C)Cl,3°,Cl,Cl2,radical_source,polar_protic,heat,other
2115,CCC(C)Cl,2°,Cl,Cl,acid,polar_aprotic,heat,other
2116,CC(C)(C)Br,3°,Br,CO,weak_nucleophile,non_polar,low,other
2117,CCC(C)(C)Br,3°,Br,O,weak_nucleophile,polar_aprotic,room_temp,other
2118,CCCCI,1°,I,Cl2,radical_source,polar_aprotic,low,other
2119,CCC(C)(C)I,3°,I,CN-,strong_nucleophile,polar_aprotic,heat,other
2120,CCC(C)(C)I,3°,I,O,weak_nucleophile,polar_aprotic,low,other
2121,CC(C)(C)Br,3°,Br,Cl2,radical_source,non_polar,heat,other
2122,CC(C)I,2°,I,I-,strong_nucleophile,non_polar,room_temp,other
2123,CI,methyl,I,Br2,radical_source,polar_aprotic,heat,other
2124,C=C,alkene,None,Br2,radical_source,non_polar,heat,electrophilic_addition
2125,CC(C)Br,2°,Br,Cl,acid,polar_protic,heat,other
2126,CC(C)CBr,1°,Br,RS-,strong_nucleophile,polar_aprotic,heat,SN2
2127,CCC(C)(C)Br,3°,Br,Br2,radical_source,polar_aprotic,low,other
2128,CCC(C)(C)I,3°,I,Cl2,radical_source,polar_protic,heat,other
2129,CCCCI,1°,I,RS-,strong_nucleophile,polar_aprotic,heat,SN2
2130,CCC(C)Cl,2°,Cl,Br2,radical_source,polar_aprotic,low,other
2131,C=C(C)C,alkene,None,Br,acid,polar_protic,low,electrophilic_addition
2132,CCBr,1°,Br,[OH-],strong_base,polar_aprotic,room_temp,SN2
2133,C=C(C)C,alkene,None,Br2,radical_source,polar_protic,room_temp,electrophilic_addition
2134,CCCCl,1°,Cl,CO,weak_nucleophile,polar_protic,low,SN2
2135,CBr,methyl,Br,Cl2,radical_source,polar_aprotic,heat,other
2136,C=CC,alkene,None,Cl2,radical_source,polar_aprotic,heat,electrophilic_addition
2137,CBr,methyl,Br,CC[O-],strong_base,polar_protic,heat,SN2
2138,CCC(C)(C)I,3°,I,Cl,acid,polar_protic,heat,other
2139,CCC(C)(C)I,3°,I,Br,acid,polar_protic,room_temp,other
2140,CC(C)I,2°,I,CO,weak_nucleophile,non_polar,heat,other
2141,CCl,methyl,Cl,CO,weak_nucleophile,polar_protic,heat,SN2
2142,CCCCl,1°,Cl,CO,weak_nucleophile,polar_aprotic,room_temp,SN2
2143,C=C(C)C,alkene,None,Br,acid,polar_aprotic,room_temp,electrophilic_addition
2144,CCC(C)(C)I,3°,I,[OH-],strong_base,non_polar,room_temp,E2
2145,BrC1CCCCC1,2°,Br,[OH-],strong_base,polar_aprotic,low,other
2146,CC(C)CBr,1°,Br,CN-,strong_nucleophile,non_polar,low,SN2
2147,CBr,methyl,Br,RS-,strong_nucleophile,polar_aprotic,heat,SN2
2148,CCCCl,1°,Cl,[OH-],strong_base,polar_protic,low,SN2
2149,CCBr,1°,Br,Br,acid,polar_protic,heat,other
2150,CCCCl,1°,Cl,RS-,strong_nucleophile,polar_aprotic,low,SN2
2151,C=C,alkene,None,Br,acid,polar_aprotic,room_temp,electrophilic_addition
2152,CCCCI,1°,I,CC[O-],strong_base,polar_protic,heat,SN2
2153,C=C(C)C,alkene,None,Cl2,radical_source,polar_aprotic,low,electrophilic_addition
2154,CC(C)Br,2°,Br,CN-,strong_nucleophile,polar_aprotic,room_temp,SN2
2155,CCCCI,1°,I,I-,strong_nucleophile,polar_protic,room_temp,SN2
2156,CC(C)I,2°,I,I-,strong_nucleophile,polar_protic,room_temp,other
2157,CC(C)(C)Cl,3°,Cl,Cl,acid,polar_aprotic,low,other
2158,CCCCI,1°,I,Br,acid,polar_protic,heat,other
2159,CCBr,1°,Br,[OH-],strong_base,non_polar,heat,SN2
2160,CC(C)CBr,1°,Br,Cl,acid,polar_protic,heat,other
2161,CC(C)C,alkane,None,Cl2,radical_source,polar_protic,room_temp,radical_substitution
2162,CCBr,1°,Br,CO,weak_nucleophile,polar_protic,room_temp,SN2
2163,CCl,methyl,Cl,Cl,acid,polar_protic,low,other
2164,CCC(C)Cl,2°,Cl,CN-,strong_nucleophile,polar_aprotic,heat,SN2
2165,CCBr,1°,Br,I-,strong_nucleophile,polar_aprotic,room_temp,SN2
2166,CCCCl,1°,Cl,Cl,acid,polar_aprotic,low,other
2167,CC(C)CBr,1°,Br,O,weak_nucleophile,non_polar,heat,SN2
2168,CCCCl,1°,Cl,CC[O-],strong_base,polar_aprotic,room_temp,SN2
2169,CBr,methyl,Br,[OH-],strong_base,polar_protic,room_temp,SN2
2170,CC(C)Br,2°,Br,[OH-],strong_base,polar_protic,heat,E2
2171,CC(C)I,2°,I,RS-,strong_nucleophile,polar_aprotic,heat,SN2
2172,CI,methyl,I,Cl2,radical_source,non_polar,room_temp,other
2173,CC(C)(C)Br,3°,Br,[OH-],strong_base,polar_protic,low,E2
2174,CC(C)(C)Br,3°,Br,O,weak_nucleophile,polar_aprotic,heat,other
2175,CC(C)I,2°,I,CN-,strong_nucleophile,polar_aprotic,room_temp,SN2
2176,CCC(C)Cl,2°,Cl,CC[O-],strong_base,polar_aprotic,heat,E2
2177,CI,methyl,I,I-,strong_nucleophile,polar_aprotic,low,SN2
2178,CC(C)I,2°,I,Br2,radical_source,polar_protic,low,other
2179,CC(C)CBr,1°,Br,[OH-],strong_base,polar_protic,heat,SN2
2180,CC(C)I,2°,I,CN-,strong_nucleophile,polar_aprotic,low,SN2
2181,CCC(C)(C)I,3°,I,[OH-],strong_base,polar_aprotic,heat,E2
2182,CC(C)I,2°,I,Br,acid,polar_protic,room_temp,other
2183,CCC(C)(C)Br,3°,Br,O,weak_nucleophile,polar_protic,room_temp,SN1
2184,CC(C)(C)Br,3°,Br,Br2,radical_source,non_polar,heat,other
2185,BrC1CCCCC1,2°,Br,CO,weak_nucleophile,polar_protic,low,SN1
2186,CCC(C)(C)Br,3°,Br,O,weak_nucleophile,polar_protic,heat,E1
2187,CC(C)I,2°,I,CC[O-],strong_base,polar_aprotic,heat,E2
2188,CCC(C)Cl,2°,Cl,CN-,strong_nucleophile,polar_protic,low,other
2189,CCC(C)(C)Br,3°,Br,Br2,radical_source,polar_aprotic,room_temp,other
2190,C=C(C)C,alkene,None,Br,acid,polar_aprotic,heat,electrophilic_addition
2191,CC(C)Br,2°,Br,Br2,radical_source,polar_aprotic,low,other
2192,CC(C)CBr,1°,Br,O,weak_nucleophile,polar_protic,low,SN2
2193,CCC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_aprotic,room_temp,other
2194,CC(C)Br,2°,Br,CC[O-],strong_base,non_polar,heat,E2
2195,CI,methyl,I,[OH-],strong_base,polar_aprotic,low,SN2
2196,CCl,methyl,Cl,RS-,strong_nucleophile,polar_protic,room_temp,SN2
2197,CI,methyl,I,CN-,strong_nucleophile,polar_protic,room_temp,SN2
2198,C=C,alkene,None,Cl2,radical_source,polar_aprotic,room_temp,electrophilic_addition
2199,CCC(C)(C)I,3°,I,Br,acid,non_polar,low,other
2200,CCC(C)(C)I,3°,I,CN-,strong_nucleophile,polar_protic,room_temp,other
2201,C=CC,alkene,None,Cl,acid,polar_aprotic,room_temp,electrophilic_addition
2202,C=C(C)C,alkene,None,Br2,radical_source,polar_aprotic,room_temp,electrophilic_addition
2203,BrC1CCCCC1,2°,Br,CN-,strong_nucleophile,polar_protic,heat,other
2204,CC(C)CBr,1°,Br,Br2,radical_source,polar_protic,low,other
2205,CCC(C)(C)Br,3°,Br,Cl2,radical_source,polar_aprotic,heat,other
2206,CCCCI,1°,I,CO,weak_nucleophile,polar_protic,heat,SN2
2207,CCCCl,1°,Cl,CO,weak_nucleophile,polar_aprotic,low,SN2
2208,CC(C)(C)Cl,3°,Cl,Cl,acid,polar_aprotic,low,other
2209,CC(C)CBr,1°,Br,Cl,acid,polar_aprotic,low,other
2210,CCBr,1°,Br,O,weak_nucleophile,polar_protic,low,SN2
2211,CCC(C)Cl,2°,Cl,RS-,strong_nucleophile,non_polar,heat,other
2212,CCC,alkane,None,Br2,radical_source,polar_protic,room_temp,radical_substitution
2213,C=CC,alkene,None,Cl2,radical_source,non_polar,heat,electrophilic_addition
2214,BrC1CCCCC1,2°,Br,[OH-],strong_base,polar_protic,room_temp,other
2215,CC(C)Br,2°,Br,I-,strong_nucleophile,polar_protic,low,other
2216,CC(C)I,2°,I,[OH-],strong_base,polar_aprotic,heat,E2
2217,CC(C)(C)Br,3°,Br,[OH-],strong_base,polar_protic,room_temp,E2
2218,CCCCI,1°,I,Cl2,radical_source,non_polar,room_temp,other
2219,CC(C)Br,2°,Br,[OH-],strong_base,polar_aprotic,low,other
2220,BrC1CCCCC1,2°,Br,[OH-],strong_base,non_polar,room_temp,other
2221,CBr,methyl,Br,Cl,acid,polar_aprotic,room_temp,other
2222,CBr,methyl,Br,I-,strong_nucleophile,polar_protic,heat,SN2
2223,CCCCl,1°,Cl,Br2,radical_source,polar_protic,low,other
2224,CCCCl,1°,Cl,O,weak_nucleophile,non_polar,low,SN2
2225,CC(C)(C)Cl,3°,Cl,Cl2,radical_source,polar_protic,heat,other
2226,BrC1CCCCC1,2°,Br,CN-,strong_nucleophile,polar_aprotic,heat,SN2
2227,C=CC,alkene,None,Cl2,radical_source,polar_protic,heat,electrophilic_addition
2228,CCBr,1°,Br,O,weak_nucleophile,polar_aprotic,low,SN2
2229,CC(C)(C)Cl,3°,Cl,RS-,strong_nucleophile,polar_protic,room_temp,other
2230,CI,methyl,I,[OH-],strong_base,polar_aprotic,room_temp,SN2
2231,CCC(C)Cl,2°,Cl,RS-,strong_nucleophile,polar_aprotic,heat,SN2
2232,CI,methyl,I,CC[O-],strong_base,polar_protic,room_temp,SN2
2233,BrC1CCCCC1,2°,Br,Br,acid,non_polar,room_temp,other
2234,CC(C)Br,2°,Br,Cl,acid,non_polar,heat,other
2235,CCCCI,1°,I,Cl,acid,non_polar,heat,other
2236,CBr,methyl,Br,CC[O-],strong_base,polar_aprotic,low,SN2
2237,C=CC,alkene,None,Cl2,radical_source,polar_protic,heat,electrophilic_addition
2238,CCC(C)Cl,2°,Cl,CO,weak_nucleophile,polar_protic,low,SN1
2239,CCBr,1°,Br,Br,acid,polar_aprotic,room_temp,other
2240,CCC,alkane,None,Br2,radical_source,polar_protic,heat,radical_substitution
2241,CI,methyl,I,CN-,strong_nucleophile,polar_protic,heat,SN2
2242,CCBr,1°,Br,CN-,strong_nucleophile,non_polar,low,SN2
2243,CI,methyl,I,Cl2,radical_source,polar_aprotic,heat,other
2244,CCBr,1°,Br,Cl,acid,polar_protic,heat,other
